CPUUtilization,DiskReadOps,DiskWriteOps,NetworkIn,NetworkOut
81.92,1129,1488,17529.0,39338.0
37.77,607,1157,25971.0,42043.0
20.93,510,960,13633.0,16314.0
66.25,781,1046,19864.0,42703.0
67.46,1031,1343,27711.0,19698.0
86.62,1100,1148,22594.0,48909.0
50.37,637,1095,26910.0,19761.0
57.78,1165,588,23462.0,38522.0
34.3,851,1306,24553.0,27858.0
55.27,834,1064,45272.0,33436.0
43.98,784,506,36496.0,40774.0
52.91,857,1097,42310.0,13797.0
45.48,823,1199,31159.0,8082.0
19.13,803,1136,36213.0,18418.0
43.18,1190,1049,30754.0,45982.0
83.92,986,731,32386.0,10441.0
68.69,842,1483,14829.0,40345.0
66.61,1066,1370,20333.0,5987.0
30.25,885,551,2296.0,9584.0
83.24,634,1470,3161.0,11468.0
23.62,1065,655,1128.0,3495.0
25.58,1155,861,30143.0,23956.0
11.44,1366,1056,34391.0,32854.0
72.26,731,1138,27818.0,17121.0
76.65,1045,1018,29142.0,32127.0
37.32,885,1462,28389.0,47686.0
53.19,750,735,22971.0,15791.0
86.68,1476,1431,17784.0,10063.0
17.45,883,1181,41258.0,11813.0
43.99,690,741,35272.0,27404.0
61.3,718,1127,5406.0,10236.0
28.85,724,503,10411.0,17783.0
30.5,1465,1320,10471.0,8404.0
17.52,1234,1088,32737.0,2294.0
24.41,1438,969,12915.0,18198.0
25.63,942,1328,31681.0,27302.0
17.63,829,719,47951.0,28493.0
75.8,1465,839,31607.0,4281.0
75.17,1190,844,25141.0,22832.0
26.11,1388,1494,33682.0,44138.0
68.71,1173,1410,17904.0,5694.0
11.19,1327,736,22391.0,47431.0
66.49,1205,735,24677.0,42974.0
64.72,664,861,23322.0,48550.0
35.83,1348,630,24577.0,8440.0
43.79,820,589,24360.0,15593.0
86.74,985,1352,26276.0,34384.0
75.28,784,725,8455.0,14175.0
35.3,1095,767,28480.0,47570.0
27.27,801,1145,3821.0,40752.0
27.68,1112,830,36575.0,28849.0
83.74,672,1487,35357.0,17741.0
87.55,1047,1498,42403.0,19469.0
26.66,1369,768,13234.0,23203.0
13.6,530,842,22714.0,3399.0
39.4,889,1378,48830.0,36879.0
40.28,645,520,45218.0,9000.0
29.93,500,957,15068.0,27652.0
32.84,1134,1117,15981.0,6162.0
19.4,1201,1456,17943.0,17769.0
15.44,506,893,6851.0,21357.0
57.47,1299,1267,42358.0,38788.0
82.89,720,525,24417.0,2797.0
53.87,1409,1479,38399.0,9586.0
30.66,843,648,26103.0,15260.0
20.57,532,1369,15253.0,10232.0
47.68,731,793,21957.0,19497.0
69.82,783,998,46192.0,5444.0
20.28,1258,1005,33768.0,23832.0
30.54,651,562,49701.0,9294.0
49.31,651,886,7270.0,37300.0
61.32,727,1356,33035.0,27759.0
63.26,1448,1461,48874.0,3343.0
35.26,922,1298,4238.0,17992.0
33.45,658,1391,5674.0,49345.0
63.65,793,1345,6554.0,13968.0
89.83,613,964,28115.0,49949.0
69.95,1029,925,31054.0,13723.0
55.16,686,857,1726.0,40433.0
75.07,804,1215,20913.0,8451.0
86.57,1117,1124,38240.0,11948.0
36.35,890,1250,10251.0,41328.0
27.38,791,1286,27060.0,36604.0
58.05,938,724,24818.0,6987.0
79.53,1242,1321,28416.0,32438.0
66.99,1263,1193,12991.0,47122.0
84.24,844,985,21114.0,2894.0
47.68,505,656,15084.0,6289.0
83.41,707,1097,15021.0,19646.0
49.81,1254,1426,12070.0,3064.0
81.4,1420,1315,13375.0,5296.0
78.64,1079,1207,42002.0,40204.0
19.62,1427,675,33526.0,49941.0
58.14,544,1241,42116.0,22665.0
57.41,567,789,39334.0,39494.0
64.3,1012,852,46719.0,29637.0
58.43,943,823,49236.0,29783.0
22.02,653,1319,12523.0,43208.0
31.87,1411,564,29953.0,16450.0
11.35,1418,626,44182.0,47347.0
82.54,1152,703,41531.0,40715.0
89.58,886,1399,29736.0,37849.0
31.47,1282,1152,8982.0,3853.0
16.8,912,888,34959.0,47031.0
38.36,1175,502,8697.0,18846.0
87.3,625,798,11789.0,10050.0
45.41,1283,1053,36301.0,13217.0
56.5,736,1353,44823.0,20015.0
35.85,1007,886,39751.0,14220.0
50.77,1414,799,44207.0,36485.0
69.47,1277,1160,27163.0,28754.0
34.42,1019,515,43296.0,13188.0
12.26,1060,1245,38365.0,24721.0
63.06,830,1128,40378.0,37727.0
23.68,1015,1330,22236.0,47837.0
83.62,1388,709,26019.0,1957.0
56.84,1262,1183,27152.0,1849.0
83.22,637,1411,22020.0,2194.0
24.97,1306,791,20359.0,24975.0
28.39,829,945,15025.0,7625.0
36.06,1473,549,16799.0,45776.0
10.95,1166,947,9633.0,23926.0
27.17,573,1410,46058.0,42776.0
80.2,980,515,14075.0,11666.0
75.86,621,705,24412.0,17049.0
36.05,583,1388,28137.0,45191.0
64.01,1168,1004,44493.0,41275.0
27.13,641,746,24031.0,35245.0
75.88,648,1437,41380.0,9619.0
33.28,1413,930,48053.0,17031.0
79.5,1130,1011,12689.0,49861.0
51.49,1163,835,6296.0,41816.0
48.95,1464,513,3380.0,1807.0
88.77,757,648,25401.0,39375.0
63.5,1030,1246,8571.0,8102.0
24.71,1034,1429,38358.0,38477.0
34.06,1243,659,40824.0,19515.0
76.41,523,938,15952.0,25292.0
62.89,1234,1041,2216.0,37528.0
23.09,1167,993,24970.0,36299.0
65.17,1428,1440,25382.0,39842.0
22.1,1108,1190,18712.0,34767.0
12.03,1411,1135,37472.0,5310.0
48.84,709,630,27185.0,43565.0
85.06,1185,1286,30848.0,49558.0
20.57,925,614,20868.0,12341.0
86.64,993,1321,44235.0,44136.0
62.16,1127,991,26592.0,31142.0
35.46,1073,1168,24193.0,31392.0
43.42,795,1403,4148.0,49928.0
72.05,1438,704,17642.0,28704.0
80.25,1020,815,13872.0,16399.0
49.4,649,729,26852.0,32080.0
68.24,944,806,38734.0,12653.0
14.01,888,1080,18968.0,14961.0
23.8,750,1196,23127.0,15713.0
38.07,1011,845,17365.0,19775.0
19.03,943,1314,14965.0,31596.0
53.34,1119,1461,30930.0,17681.0
69.26,1104,1319,38009.0,30264.0
19.39,807,629,27637.0,18704.0
66.06,956,1077,49631.0,30551.0
89.12,1024,553,38285.0,39179.0
21.58,537,975,38236.0,20544.0
11.13,1440,1484,24156.0,26663.0
41.85,1075,565,5303.0,37578.0
72.53,1279,1202,5602.0,22755.0
65.0,785,852,47658.0,17668.0
88.94,736,595,21627.0,7764.0
81.5,888,616,29169.0,8467.0
46.63,1306,713,41846.0,7185.0
45.2,867,1264,22552.0,14158.0
54.85,803,790,29450.0,9511.0
16.87,862,1284,7666.0,5992.0
73.23,1252,662,30823.0,28708.0
58.69,841,699,29122.0,39051.0
80.93,1190,906,10151.0,2452.0
23.04,950,1481,3323.0,49967.0
71.13,645,1421,5576.0,9700.0
43.13,1162,784,34084.0,48421.0
14.24,1041,1071,12462.0,19357.0
14.04,960,918,42042.0,3369.0
66.78,549,603,17316.0,30227.0
89.47,939,569,38980.0,49276.0
39.56,922,1367,8650.0,40647.0
49.37,583,1403,32837.0,14458.0
61.06,985,1127,12586.0,38315.0
12.69,536,1242,30998.0,35814.0
13.93,631,934,13892.0,5044.0
40.26,1256,1481,23374.0,36100.0
79.79,957,588,19414.0,8622.0
33.84,637,995,30658.0,47671.0
33.06,1050,1379,2140.0,30794.0
39.11,1486,1470,28455.0,47099.0
85.98,1310,1488,44191.0,45327.0
79.49,1287,1240,45510.0,32454.0
11.41,902,953,23192.0,46018.0
45.12,581,995,2190.0,46881.0
86.49,724,1361,47223.0,46037.0
18.93,558,1373,41516.0,38104.0
12.71,1208,990,48039.0,10494.0
26.4,515,925,11939.0,44263.0
19.69,858,646,17183.0,21580.0
21.73,626,1352,33795.0,37676.0
61.89,1293,1274,13706.0,21038.0
33.85,1154,961,4634.0,40618.0
87.05,1163,1077,10687.0,2295.0
59.18,1176,777,39986.0,4406.0
17.33,1005,1378,21680.0,37649.0
67.58,960,683,42422.0,4705.0
73.95,1400,1344,7938.0,3047.0
53.05,961,527,16693.0,16162.0
47.71,1179,1455,30931.0,13522.0
62.69,1046,575,25661.0,4507.0
31.06,1206,1336,28574.0,15810.0
72.78,633,1310,2726.0,41561.0
37.73,939,965,11938.0,42758.0
60.32,1124,1471,25184.0,19964.0
51.68,807,1295,36181.0,19974.0
19.38,962,1106,26069.0,46807.0
38.88,962,1222,8718.0,21903.0
20.83,973,1136,2527.0,35318.0
25.11,755,954,41280.0,14249.0
82.49,546,1061,18742.0,21550.0
67.1,590,724,37864.0,7510.0
62.79,973,1362,23887.0,10114.0
73.94,1498,813,21107.0,19753.0
20.41,981,1439,18320.0,23886.0
47.26,630,1357,14426.0,26965.0
33.18,1007,1297,46134.0,24415.0
63.91,581,780,38182.0,44597.0
77.16,1169,862,30744.0,44214.0
58.45,1079,711,39229.0,22967.0
81.16,886,956,31686.0,43151.0
28.63,945,1466,36395.0,4000.0
66.54,750,1055,4217.0,9843.0
28.36,787,1177,5554.0,48968.0
86.23,1276,922,26774.0,20090.0
33.19,526,1199,15610.0,44737.0
72.16,1421,806,43547.0,28567.0
39.55,1434,871,26146.0,34107.0
62.92,1157,1124,39765.0,34570.0
69.48,940,1443,37049.0,43785.0
14.16,560,1157,4025.0,41662.0
17.12,878,959,5658.0,46027.0
78.11,918,1128,3545.0,31993.0
52.76,802,1083,25147.0,47727.0
78.79,1311,1377,22393.0,33748.0
18.38,1388,1290,23546.0,21292.0
30.17,1254,505,41143.0,19010.0
32.92,561,1061,13138.0,47305.0
21.72,833,749,38533.0,29479.0
42.94,655,949,49465.0,23158.0
24.79,684,714,21327.0,11854.0
41.91,704,1257,38789.0,6775.0
39.88,1206,1297,18491.0,2994.0
32.07,1421,729,27473.0,36432.0
45.96,904,1261,24547.0,34697.0
80.0,525,719,1444.0,36796.0
28.3,723,1412,5018.0,28654.0
66.0,1257,648,37141.0,25206.0
21.04,702,873,3401.0,29536.0
10.08,667,1017,17087.0,12856.0
81.55,669,1098,2749.0,45395.0
11.36,561,544,31691.0,20467.0
65.79,1326,1260,36881.0,30375.0
13.37,1029,1004,26871.0,38670.0
34.96,846,1230,5755.0,12971.0
68.33,799,694,41114.0,16498.0
54.2,839,1189,43427.0,49722.0
76.36,885,1033,30382.0,2205.0
58.48,982,784,36380.0,35553.0
28.48,630,802,43991.0,2988.0
43.28,1488,1202,4119.0,10035.0
16.01,787,508,30298.0,9299.0
32.54,1023,513,37770.0,31119.0
55.36,1170,1331,32104.0,1177.0
10.94,706,1343,35840.0,13641.0
19.19,1036,1183,5841.0,41021.0
64.21,1270,1185,34217.0,11760.0
17.29,1164,615,45044.0,22056.0
85.41,822,753,6717.0,31353.0
28.46,667,776,43674.0,7060.0
24.23,727,1086,45248.0,3406.0
28.52,1344,891,17417.0,10920.0
38.21,781,562,21316.0,2365.0
24.14,942,1227,20647.0,41212.0
63.78,532,1268,48199.0,4259.0
53.73,1371,651,13359.0,46518.0
87.0,1263,610,24318.0,46699.0
82.33,937,745,31994.0,20753.0
64.17,967,1484,34766.0,2414.0
17.94,566,1072,7964.0,7396.0
80.08,787,1316,17098.0,49804.0
69.82,1058,1199,42265.0,40650.0
63.83,1424,809,3932.0,14400.0
86.74,1434,716,48437.0,36244.0
86.26,828,713,28078.0,6874.0
18.3,1225,1383,38695.0,29972.0
66.91,1435,1425,12693.0,18675.0
20.14,887,1246,12398.0,38985.0
13.67,775,1168,6220.0,23702.0
79.18,1200,997,45585.0,1863.0
82.74,951,1416,7237.0,15997.0
32.57,1316,1014,11529.0,20498.0
24.18,1418,1021,14668.0,14417.0
16.39,593,504,37301.0,45469.0
82.09,1206,1223,31155.0,6552.0
34.95,692,551,3813.0,23648.0
35.78,1397,1236,12865.0,45533.0
19.81,1115,742,46552.0,49206.0
29.42,1084,924,23078.0,16499.0
29.1,912,1407,1252.0,15398.0
21.4,899,912,18301.0,45347.0
88.48,1285,1373,15862.0,30784.0
24.58,602,1135,38888.0,35790.0
78.03,1444,603,45887.0,11732.0
88.55,1251,1423,46228.0,26087.0
57.49,827,1082,17371.0,21776.0
81.9,826,554,34604.0,28816.0
37.61,1336,1227,45041.0,47451.0
32.02,887,1088,49771.0,45624.0
77.51,1180,863,49574.0,18307.0
18.72,813,1231,44218.0,33319.0
53.72,1411,1115,39060.0,42981.0
68.01,968,578,25784.0,10792.0
16.5,1230,755,26609.0,26891.0
21.27,1484,547,36912.0,12845.0
83.39,900,1453,24695.0,6508.0
83.22,665,1391,11223.0,18049.0
15.02,1271,1386,24416.0,36047.0
70.17,657,1378,16750.0,20953.0
61.75,864,979,6729.0,8705.0
14.57,1001,910,28894.0,6337.0
50.02,1268,653,18609.0,42482.0
72.12,579,987,8355.0,28496.0
39.04,789,1105,18489.0,8670.0
44.69,1476,558,28641.0,15832.0
22.45,1058,648,18253.0,37775.0
56.48,547,564,45749.0,2756.0
10.17,1110,613,7051.0,20867.0
45.24,1301,500,41321.0,25825.0
16.82,1358,902,43403.0,6224.0
38.45,636,961,14965.0,15859.0
67.16,741,831,23404.0,37504.0
83.2,1236,911,33130.0,19559.0
73.04,909,848,21603.0,2434.0
68.06,1097,952,14994.0,6015.0
38.02,995,1394,5202.0,33627.0
60.68,1429,1097,31588.0,27597.0
21.08,722,1305,35764.0,15224.0
49.92,1206,954,25961.0,26807.0
47.86,1161,1347,8009.0,45615.0
71.19,994,526,46670.0,35724.0
11.7,878,546,17080.0,37063.0
44.81,1346,1313,14144.0,29981.0
60.71,1104,1127,6466.0,17302.0
14.51,967,1169,32177.0,29869.0
52.07,1379,1082,14824.0,47034.0
56.03,1003,1323,18616.0,18193.0
88.92,1256,1152,14814.0,24832.0
75.01,929,790,41642.0,41032.0
40.85,1401,662,36862.0,6655.0
58.61,1298,1217,2878.0,38227.0
15.14,1232,1162,28095.0,42920.0
33.17,781,1123,6430.0,40864.0
14.63,724,569,19978.0,27366.0
55.2,1236,1088,41511.0,19977.0
62.17,1255,1046,12111.0,36056.0
70.53,1276,526,36173.0,25599.0
18.23,838,874,6858.0,33321.0
63.65,1136,739,39183.0,45843.0
75.38,1006,910,13069.0,8416.0
27.4,1199,691,41182.0,12993.0
62.71,1262,580,48053.0,48327.0
26.4,1346,649,2543.0,23863.0
55.11,1470,714,8886.0,45500.0
53.96,1216,1460,28349.0,7864.0
77.37,1458,704,2943.0,9875.0
27.88,1373,623,36006.0,4469.0
43.81,1375,1125,8645.0,15192.0
58.18,1301,1158,25497.0,20330.0
84.98,1462,973,34277.0,16325.0
69.6,1414,1367,46979.0,1282.0
71.08,959,1087,45076.0,11551.0
13.66,578,546,5401.0,13809.0
21.89,1462,1252,4071.0,7883.0
10.3,1413,1444,23034.0,49941.0
24.19,1435,1472,34831.0,8121.0
59.3,1417,1155,28505.0,41802.0
74.12,1190,1424,17110.0,27718.0
21.69,1301,701,47248.0,7887.0
44.83,734,1320,13821.0,19287.0
30.18,779,1008,8681.0,38905.0
10.68,510,960,24068.0,1102.0
53.46,1031,1048,33513.0,20575.0
60.68,947,661,34071.0,32184.0
88.35,1206,699,16214.0,32337.0
18.89,1421,657,3276.0,38439.0
20.32,603,1387,42103.0,17687.0
64.82,1296,823,28974.0,9898.0
23.45,787,854,49568.0,37240.0
16.49,616,1480,43848.0,9436.0
52.93,1281,1003,48745.0,28603.0
11.86,1275,1099,42084.0,6436.0
72.5,1483,1228,11379.0,40866.0
79.53,1186,515,11154.0,40473.0
89.92,1174,1242,26199.0,15185.0
70.34,1422,1062,5387.0,43769.0
52.04,795,1422,21369.0,18384.0
11.07,1237,1128,2987.0,17538.0
11.58,597,1258,39659.0,32066.0
56.92,1457,1069,21278.0,38439.0
60.56,737,1184,1550.0,7335.0
26.04,1309,925,5827.0,27012.0
18.42,797,889,21938.0,29992.0
30.92,1446,880,17621.0,40094.0
14.66,656,1005,21203.0,10606.0
81.44,626,1455,14663.0,41556.0
39.24,683,982,8301.0,17831.0
79.35,1265,1318,21464.0,26316.0
71.25,1438,923,18701.0,27038.0
14.02,1360,919,5991.0,2739.0
22.23,1487,1405,42210.0,39905.0
49.95,732,648,19275.0,35954.0
64.31,885,1026,36935.0,27513.0
31.86,670,680,22892.0,49203.0
40.82,1207,632,7124.0,33395.0
63.55,1454,656,15848.0,26267.0
57.36,981,1202,24239.0,5356.0
80.31,807,757,31490.0,36650.0
38.67,1324,502,18045.0,18535.0
89.25,988,747,6241.0,45182.0
59.16,680,805,6205.0,42271.0
25.96,1421,701,35162.0,40093.0
40.98,565,876,26372.0,23386.0
24.31,1085,1276,15675.0,21033.0
17.56,898,966,43927.0,41550.0
57.35,1254,995,29850.0,42330.0
69.42,1091,886,39563.0,45277.0
37.63,1073,1259,33262.0,38032.0
77.52,545,1177,24648.0,49631.0
87.64,1139,1470,40627.0,48261.0
87.72,653,749,32846.0,12561.0
53.63,958,504,31953.0,49335.0
54.83,511,1434,42011.0,16201.0
11.01,1462,868,26216.0,18545.0
72.71,998,896,2048.0,22563.0
38.01,632,869,39979.0,46239.0
25.25,1455,1449,3684.0,41890.0
88.05,771,1280,23312.0,36394.0
88.11,681,779,18105.0,41009.0
27.65,1010,1381,15198.0,30969.0
75.52,1061,546,18534.0,44307.0
15.76,650,787,4518.0,24457.0
50.75,1270,582,31608.0,36564.0
72.64,525,923,31385.0,31363.0
20.25,649,1181,7354.0,16646.0
24.26,630,1357,44364.0,21880.0
10.91,1355,879,47731.0,25553.0
86.33,1053,766,25500.0,31656.0
86.27,550,988,19742.0,32840.0
14.21,1184,923,31162.0,44083.0
77.08,1174,1488,29405.0,19811.0
12.92,557,938,30829.0,1662.0
58.26,500,1272,19463.0,47472.0
48.96,1317,1235,22208.0,20597.0
77.21,1276,1149,32136.0,35818.0
68.09,599,1418,29010.0,26242.0
39.81,680,678,39858.0,24222.0
82.39,1437,1191,35477.0,22120.0
80.72,583,1362,33657.0,9100.0
60.52,1073,887,26229.0,17447.0
20.03,736,890,39808.0,5105.0
79.99,696,641,30844.0,31874.0
41.03,1443,1020,39183.0,44017.0
55.65,742,1470,46495.0,31425.0
76.84,1364,1226,13966.0,32141.0
87.01,828,1450,24030.0,17262.0
70.82,749,1081,37676.0,28234.0
69.02,1117,1321,24254.0,9880.0
78.99,772,935,41181.0,18422.0
13.53,1063,734,4425.0,14826.0
83.79,871,636,42877.0,49881.0
78.99,1159,905,27981.0,30881.0
18.77,924,1296,7328.0,24522.0
62.92,790,1111,42498.0,20161.0
46.52,1295,1062,11275.0,40578.0
36.77,1449,528,30001.0,9110.0
33.07,1373,1033,28528.0,2817.0
35.19,883,870,6752.0,39733.0
38.39,1500,1306,31998.0,11563.0
55.09,943,870,16768.0,22519.0
61.23,1149,669,43621.0,38613.0
75.22,1311,1272,9778.0,37159.0
83.19,1285,891,48136.0,19392.0
39.15,662,970,18650.0,16421.0
39.56,1480,864,1140.0,6833.0
57.7,1011,769,31780.0,9685.0
26.61,916,1415,41912.0,3381.0
38.49,1217,1266,12832.0,44979.0
37.25,540,984,6797.0,32294.0
76.74,1095,871,29518.0,38850.0
61.17,955,978,44018.0,1462.0
66.01,837,637,49355.0,38059.0
81.67,1488,790,4847.0,28974.0
47.58,1300,663,28847.0,27379.0
65.07,1474,623,4726.0,9119.0
61.16,1108,1467,26744.0,48550.0
63.18,723,806,6808.0,18255.0
46.07,1485,1426,46842.0,2580.0
25.2,1014,1208,48339.0,24690.0
56.55,1375,1336,19577.0,22654.0
55.67,1058,678,18214.0,35909.0
79.54,1369,887,45436.0,32424.0
46.23,553,1051,47068.0,41516.0
59.98,1061,840,40429.0,21749.0
75.83,883,1461,35833.0,44652.0
25.27,1132,609,24547.0,12737.0
89.53,817,1141,27096.0,44535.0
56.67,1472,1286,45713.0,37713.0
50.35,975,1262,32691.0,42762.0
13.82,1453,1115,36554.0,19460.0
59.46,1318,1326,28387.0,32676.0
11.15,1149,1048,46344.0,23897.0
52.92,768,1404,33252.0,14250.0
31.59,1372,1347,47537.0,47653.0
44.89,896,1424,10680.0,29116.0
34.43,861,1493,22302.0,13920.0
52.25,1367,1023,22371.0,20752.0
63.02,901,787,32586.0,38118.0
70.61,616,672,40845.0,25107.0
60.88,978,921,21694.0,19597.0
31.39,974,1151,10345.0,25351.0
24.15,1086,807,22393.0,41023.0
77.25,1224,630,28559.0,30963.0
61.78,1297,1111,13358.0,6500.0
40.31,738,1365,10633.0,15874.0
28.0,1312,865,28507.0,25978.0
16.88,970,1315,8839.0,12144.0
31.77,976,568,41249.0,29813.0
12.03,1013,940,2045.0,18891.0
15.55,800,1134,46605.0,36667.0
63.73,1300,1490,39893.0,3544.0
60.21,967,980,43055.0,1474.0
24.84,1026,884,4475.0,9799.0
77.28,540,1468,13613.0,34005.0
68.36,1200,912,46847.0,47952.0
68.18,678,1375,20292.0,26442.0
35.82,1275,1211,49125.0,42948.0
81.44,1485,1084,34576.0,49539.0
22.75,1213,1034,5960.0,33650.0
14.99,524,647,18357.0,44788.0
69.7,713,1024,34003.0,30604.0
17.68,718,584,46583.0,34140.0
57.87,1019,932,32730.0,49315.0
32.43,528,1355,9001.0,27778.0
85.94,978,1404,19554.0,20335.0
33.82,1220,976,10549.0,8929.0
54.44,1116,764,2322.0,15478.0
61.3,1294,545,12366.0,18014.0
45.8,522,1041,26982.0,30325.0
74.19,932,513,28652.0,19114.0
64.36,1075,1070,6393.0,30277.0
60.11,799,979,5298.0,26330.0
55.95,1041,956,37437.0,23257.0
70.7,1407,1292,38673.0,44580.0
25.5,1321,958,35299.0,44966.0
47.42,1009,1468,15076.0,13678.0
65.55,770,1079,41663.0,16166.0
25.28,719,882,44077.0,31626.0
71.8,568,920,37273.0,6147.0
21.25,1066,972,44251.0,20810.0
89.83,525,1223,38420.0,48245.0
88.33,1022,1371,2359.0,10650.0
51.81,1480,1169,18077.0,13901.0
61.95,1231,713,12285.0,10213.0
29.47,1196,1260,9543.0,8449.0
71.01,1267,1109,37590.0,28653.0
48.02,941,1066,24240.0,23100.0
68.6,1108,659,11801.0,33883.0
83.79,1243,894,25675.0,22364.0
81.38,1158,1148,16610.0,10152.0
82.81,1243,709,22674.0,33297.0
81.89,1405,645,29119.0,21258.0
80.6,1080,1352,19273.0,7277.0
78.33,1323,1456,19501.0,28722.0
45.7,649,991,43845.0,1633.0
40.57,994,944,2972.0,27315.0
32.62,539,1280,43218.0,34139.0
71.54,768,728,47478.0,49198.0
76.76,802,1389,20604.0,39657.0
61.4,654,1043,17083.0,17908.0
86.47,549,1458,44450.0,39719.0
29.38,710,578,13882.0,40711.0
56.5,811,1441,14703.0,9799.0
62.03,1162,1079,25974.0,26033.0
10.41,767,625,30543.0,4122.0
62.67,1472,702,46726.0,36403.0
50.56,1438,971,17998.0,42774.0
22.71,750,1488,43750.0,34056.0
62.18,1232,667,25930.0,45650.0
70.9,1230,1405,8329.0,19497.0
69.67,1127,1292,45886.0,2901.0
38.14,931,1220,26976.0,35289.0
25.66,1345,1185,17779.0,48538.0
17.36,1407,502,15498.0,35676.0
60.1,513,1039,19182.0,35884.0
19.02,672,862,42009.0,4205.0
36.89,540,1094,19268.0,12525.0
52.99,1057,579,43389.0,9421.0
48.3,982,1214,42240.0,34821.0
26.23,583,703,28497.0,24367.0
13.28,1023,1251,29075.0,28028.0
50.77,815,1441,5997.0,21880.0
20.16,1185,581,19874.0,48138.0
54.54,643,909,21538.0,28677.0
71.93,792,1231,21731.0,21594.0
79.61,919,553,30584.0,3013.0
82.51,834,1054,45846.0,31672.0
86.4,1067,595,11141.0,36471.0
41.69,1002,745,38860.0,19938.0
55.83,1003,1347,1696.0,4485.0
22.93,524,918,31596.0,16497.0
22.44,1073,1467,34049.0,36717.0
52.58,758,1347,23703.0,43395.0
80.17,898,1449,14767.0,20367.0
13.69,633,1212,30234.0,31406.0
52.45,1322,1306,31681.0,8927.0
83.33,973,1168,14988.0,37351.0
42.77,1410,1185,20400.0,20915.0
32.2,1093,952,10447.0,12268.0
59.52,1428,939,8863.0,24855.0
51.19,1123,699,14561.0,21742.0
37.48,1020,1116,13694.0,37200.0
39.34,1313,1320,35648.0,32600.0
69.45,1130,916,43733.0,13994.0
40.55,714,932,28304.0,43389.0
69.18,1131,1392,41039.0,16010.0
88.38,1063,820,35856.0,15926.0
75.45,1491,748,28213.0,4987.0
51.8,727,1165,24378.0,3855.0
70.11,1061,789,28832.0,36717.0
23.64,745,646,49882.0,17594.0
47.64,962,844,31723.0,27032.0
48.25,1302,1352,4171.0,33277.0
44.72,988,913,5339.0,42244.0
85.96,837,1338,34171.0,27124.0
83.89,1451,1351,20997.0,12134.0
47.73,1264,958,13841.0,49479.0
89.81,1366,747,34891.0,28466.0
58.64,1442,1219,21448.0,18261.0
59.52,1105,1358,36289.0,8518.0
72.08,732,1186,23744.0,28403.0
37.73,762,1137,17428.0,5450.0
35.9,624,1025,32800.0,47524.0
57.76,1466,1385,41053.0,33077.0
40.94,1217,702,32689.0,17485.0
10.35,1178,1477,2198.0,30977.0
52.83,544,509,49153.0,34446.0
65.15,700,1484,3166.0,17350.0
52.81,1391,944,25025.0,28702.0
46.03,509,1325,6816.0,5090.0
45.21,1095,1497,12432.0,14371.0
63.75,1026,1125,12463.0,7283.0
78.76,1432,875,23589.0,38934.0
64.69,825,766,10330.0,32454.0
56.34,610,923,36065.0,11076.0
26.39,703,987,42332.0,14721.0
17.2,639,529,8652.0,31300.0
37.79,793,1139,49662.0,27889.0
65.03,543,853,14827.0,48222.0
66.18,561,1423,4116.0,29708.0
88.18,779,1229,47424.0,26370.0
21.89,894,771,8959.0,8533.0
30.03,1479,1372,10352.0,19081.0
55.92,959,571,37125.0,10021.0
86.01,1376,1345,30363.0,37576.0
15.29,1432,1028,33970.0,11571.0
71.11,753,895,31572.0,1873.0
71.8,1492,955,6863.0,19139.0
25.54,952,615,29741.0,45310.0
75.92,1179,985,5292.0,40354.0
57.61,777,838,46116.0,23159.0
41.58,1028,996,49084.0,19939.0
32.17,793,1470,44285.0,3945.0
40.49,908,878,28210.0,47292.0
16.79,1456,1142,10160.0,4750.0
75.56,607,683,47610.0,12805.0
45.65,777,1470,34086.0,37396.0
81.03,1108,915,1987.0,34644.0
68.72,1477,833,35272.0,40971.0
11.65,1319,1320,18984.0,41814.0
79.23,1029,839,36973.0,40454.0
13.26,682,834,28452.0,43450.0
85.84,997,628,33300.0,17499.0
36.6,1299,793,3125.0,46289.0
72.55,1332,1282,49249.0,28749.0
86.62,1212,1051,12949.0,33101.0
43.26,810,1119,49168.0,6371.0
13.74,1250,1305,19538.0,27733.0
36.17,1203,523,18534.0,21380.0
20.97,838,1250,9090.0,42454.0
81.98,1248,1379,4112.0,19325.0
84.35,914,636,41521.0,42644.0
83.53,1148,1337,34443.0,24076.0
32.01,1099,1214,31604.0,23328.0
66.88,1159,846,30089.0,26790.0
47.69,1454,1058,7122.0,11347.0
72.54,853,713,46851.0,42851.0
55.94,1041,1487,12665.0,20957.0
78.43,504,1324,8082.0,35244.0
83.5,1103,727,15043.0,27423.0
30.2,918,1447,15757.0,8434.0
61.38,741,1336,30822.0,39802.0
56.52,595,1158,6682.0,6930.0
19.83,1303,1058,21936.0,6136.0
68.36,1409,1352,34482.0,42748.0
75.25,805,713,8162.0,14448.0
60.43,816,1446,43620.0,3538.0
66.86,1404,540,42918.0,9943.0
71.29,1319,1399,41180.0,6164.0
80.57,586,1133,39172.0,41364.0
63.19,785,1098,28101.0,4611.0
43.66,631,1286,22215.0,36633.0
55.46,1260,612,6867.0,41038.0
24.65,1093,1099,5402.0,2568.0
35.22,764,646,19774.0,49740.0
17.06,1493,540,28459.0,25109.0
27.23,700,1300,25570.0,9678.0
50.9,886,860,15584.0,20839.0
11.66,946,843,22280.0,10634.0
18.82,765,750,17837.0,2070.0
68.98,1089,804,3816.0,17681.0
